Seconds,Data
78910.234,568
78910.24,567
78910.245,563
78910.25,558
78910.255,556
78910.261,557
78910.266,553
78910.271,549
78910.276,549
78910.282,551
78910.287,547
78910.292,543
78910.297,545
78910.303,547
78910.308,543
78910.313,541
78910.319,543
78910.324,544
78910.329,540
78910.334,539
78910.34,542
78910.345,545
78910.35,538
78910.355,540
78910.361,541
78910.366,540
78910.371,536
78910.376,538
78910.382,541
78910.387,540
78910.392,539
78910.397,542
78910.403,544
78910.408,542
78910.413,541
78910.418,546
78910.424,547
78910.429,545
78910.434,546
78910.439,550
78910.445,552
78910.45,548
78910.455,550
78910.46,553
78910.466,553
78910.471,550
78910.476,552
78910.481,554
78910.487,552
78910.492,549
78910.497,551
78910.503,551
78910.508,549
78910.513,545
78910.518,546
78910.524,546
78910.529,542
78910.534,540
78910.539,539
78910.545,540
78910.55,533
78910.555,529
78910.56,533
78910.566,529
78910.571,525
78910.576,524
78910.581,524
78910.587,522
78910.592,519
78910.597,520
78910.602,521
78910.608,520
78910.613,515
78910.618,522
78910.623,518
78910.629,516
78910.634,514
78910.639,515
78910.644,516
78910.65,511
78910.655,508
78910.66,511
78910.666,511
78910.671,506
78910.676,507
78910.681,509
78910.687,507
78910.692,504
78910.697,506
78910.702,509
78910.708,506
78910.713,504
78910.718,509
78910.723,508
78910.729,505
78910.734,504
78910.739,506
78910.744,506
78910.75,502
78910.755,502
78910.76,506
78910.765,504
78910.771,502
78910.776,502
78910.781,503
78910.786,503
78910.792,501
78910.797,503
78910.802,506
78910.807,504
78910.813,501
78910.818,505
78910.823,506
78910.828,504
78910.834,503
78910.839,507
78910.844,507
78910.85,504
78910.855,503
78910.86,506
78910.865,505
78910.871,502
78910.876,504
78910.881,506
78910.886,503
78910.892,500
78910.897,502
78910.902,504
78910.907,501
78910.913,499
78910.918,499
78910.923,503
78910.928,498
78910.934,498
78910.939,501
78910.944,501
78910.949,499
78910.955,496
78910.96,500
78910.965,500
78910.97,495
78910.976,495
78910.981,497
78910.986,495
78910.991,491
78910.997,495
78911.002,496
78911.007,494
78911.012,490
78911.018,492
78911.023,493
78911.028,492
78911.034,489
78911.039,491
78911.044,494
78911.049,491
78911.055,489
78911.06,492
78911.065,490
78911.07,488
78911.076,489
78911.081,492
78911.086,489
78911.091,487
78911.097,488
78911.102,492
78911.107,491
78911.112,489
78911.118,493
78911.123,493
78911.128,491
78911.133,490
78911.139,493
78911.144,494
78911.149,491
78911.154,490
78911.16,494
78911.165,494
78911.17,492
78911.175,494
78911.181,497
78911.186,497
78911.191,494
78911.196,495
78911.202,497
78911.207,494
78911.212,492
78911.217,491
78911.223,494
78911.228,490
78911.233,489
78911.239,492
78911.244,491
78911.249,488
78911.254,488
78911.26,490
78911.265,489
78911.27,487
78911.275,488
78911.281,489
78911.286,488
78911.291,487
78911.296,485
78911.302,486
78911.307,482
78911.312,481
78911.317,482
78911.323,484
78911.328,482
78911.333,482
78911.338,488
78911.344,493
78911.349,493
78911.354,495
78911.359,507
78911.365,514
78911.37,518
78911.375,528
78911.38,540
78911.386,549
78911.391,557
78911.396,570
78911.401,583
78911.407,595
78911.412,598
78911.417,611
78911.423,619
78911.428,625
78911.433,627
78911.438,636
78911.444,642
78911.449,641
78911.454,643
78911.459,648
78911.465,648
78911.47,644
78911.475,644
78911.48,644
78911.486,636
78911.491,631
78911.496,627
78911.501,623
78911.507,618
78911.512,609
78911.517,604
78911.522,600
78911.528,591
78911.533,585
78911.538,583
78911.543,577
78911.549,570
78911.554,562
78911.559,565
78911.564,563
78911.57,557
78911.575,555
78911.58,556
78911.585,552
78911.591,550
78911.596,548
78911.601,550
78911.607,547
78911.612,543
78911.617,544
78911.622,545
78911.628,543
78911.633,540
78911.638,543
78911.643,543
78911.649,539
78911.654,541
78911.659,542
78911.664,540
78911.67,538
78911.675,539
78911.68,541
78911.685,540
78911.691,536
78911.696,537
78911.701,539
78911.706,537
78911.712,535
78911.717,540
78911.722,541
78911.727,535
78911.733,537
78911.738,540
78911.743,540
78911.748,536
78911.754,536
78911.759,541
78911.764,543
78911.77,540
78911.775,542
78911.78,546
78911.785,544
78911.791,541
78911.796,543
78911.801,546
78911.806,545
78911.812,543
78911.817,545
78911.822,546
78911.827,543
78911.833,540
78911.838,542
78911.843,538
78911.848,537
78911.854,533
78911.859,537
78911.864,535
78911.869,531
78911.875,527
78911.88,529
78911.885,527
78911.89,521
78911.896,521
78911.901,522
78911.906,519
78911.911,514
78911.917,516
78911.922,516
78911.927,511
78911.932,510
78911.938,511
78911.943,508
78911.948,504
78911.954,501
78911.959,505
78911.964,506
78911.969,499
78911.975,498
78911.98,501
78911.985,498
78911.99,495
78911.996,495
78912.001,497
78912.006,494
78912.011,493
78912.017,495
78912.022,496
78912.027,494
78912.032,493
78912.038,496
78912.043,498
78912.048,495
78912.053,498
78912.059,499
78912.064,498
78912.069,497
78912.074,498
78912.08,501
78912.085,500
78912.09,499
78912.095,500
78912.101,502
78912.106,500
78912.111,498
78912.116,500
78912.122,502
78912.127,497
78912.132,496
78912.137,499
78912.143,500
78912.148,496
78912.153,494
78912.159,498
78912.164,499
78912.169,495
78912.174,495
78912.18,497
78912.185,496
78912.19,492
78912.195,494
78912.201,496
78912.206,495
78912.211,492
78912.216,493
78912.222,496
78912.227,494
78912.232,493
78912.237,494
78912.243,495
78912.248,492
78912.253,492
78912.258,495
78912.264,495
78912.269,491
78912.274,493
78912.279,494
78912.285,492
78912.29,490
78912.295,491
78912.3,494
78912.306,492
78912.311,490
78912.316,493
78912.321,494
78912.327,491
78912.332,490
78912.337,494
78912.343,495
78912.348,492
78912.353,486
78912.358,494
78912.364,498
78912.369,491
78912.374,490
78912.379,494
78912.385,496
78912.39,490
78912.395,489
78912.4,496
78912.406,492
78912.411,490
78912.416,493
78912.421,495
78912.427,492
78912.432,490
78912.437,494
78912.442,493
78912.448,490
78912.453,487
78912.458,493
78912.463,491
78912.469,488
78912.474,487
78912.479,490
78912.484,488
78912.49,484
78912.495,487
78912.5,489
78912.505,486
78912.511,482
78912.516,484
78912.521,486
78912.526,483
78912.532,481
78912.537,483
78912.542,484
78912.548,480
78912.553,480
78912.558,483
78912.563,485
78912.569,479
78912.574,480
78912.579,482
78912.584,480
78912.59,477
78912.595,479
78912.6,482
78912.605,480
78912.611,477
78912.616,480
78912.621,481
78912.626,477
78912.632,478
78912.637,481
78912.642,481
78912.647,478
78912.653,475
78912.658,479
78912.663,477
78912.668,473
78912.674,472
78912.679,473
78912.684,471
78912.689,467
78912.695,467
78912.7,469
78912.705,469
78912.71,470
78912.716,475
78912.721,481
78912.726,483
78912.732,488
78912.737,497
78912.742,506
78912.747,510
78912.753,520
78912.758,532
78912.763,539
78912.768,548
78912.774,557
78912.779,572
78912.784,581
78912.789,587
78912.795,596
78912.8,610
78912.805,613
78912.81,617
78912.816,626
78912.821,631
78912.826,630
78912.831,632
78912.837,637
78912.842,637
78912.847,634
78912.852,628
78912.858,631
78912.863,632
78912.868,621
78912.873,613
78912.879,613
78912.884,607
78912.889,596
78912.894,592
78912.9,584
78912.905,581
78912.91,572
78912.916,570
78912.921,565
78912.926,557
78912.931,552
78912.937,552
78912.942,547
78912.947,542
78912.952,537
78912.958,539
78912.963,536
78912.968,530
78912.973,528
78912.979,528
78912.984,525
78912.989,521
78912.994,520
78913.0,521
78913.005,520
78913.01,516
78913.015,518
78913.021,518
78913.026,516
78913.031,513
78913.036,516
78913.042,517
78913.047,512
78913.052,512
78913.057,515
78913.063,516
78913.068,514
78913.073,515
78913.078,519
78913.084,519
78913.089,517
78913.094,521
78913.1,523
78913.105,524
78913.11,523
78913.115,526
78913.121,529
78913.126,528
78913.131,528
78913.136,533
78913.142,535
78913.147,534
78913.152,536
78913.157,539
78913.163,540
78913.168,537
78913.173,539
78913.178,541
78913.184,540
78913.189,537
78913.194,538
78913.199,539
78913.205,536
78913.21,532
78913.215,534
78913.22,533
78913.226,529
78913.231,526
78913.236,528
78913.241,527
78913.247,523
78913.252,521
78913.257,522
78913.263,521
78913.268,517
78913.273,515
78913.278,515
78913.284,514
78913.289,505
78913.294,510
78913.299,510
78913.305,508
78913.31,505
78913.315,505
78913.32,506
78913.326,501
78913.331,498
78913.336,499
78913.341,498
78913.347,494
78913.352,492
78913.357,492
78913.362,490
78913.368,486
78913.373,484
78913.378,489
78913.383,486
78913.389,481
78913.394,482
78913.399,481
78913.404,482
78913.41,480
78913.415,483
78913.42,484
78913.425,482
78913.431,480
78913.436,484
78913.441,485
78913.446,483
78913.452,482
78913.457,485
78913.462,486
78913.468,483
78913.473,484
78913.478,487
78913.483,486
78913.489,483
78913.494,484
78913.499,485
78913.504,483
78913.51,481
78913.515,481
78913.52,483
78913.525,481
78913.531,479
78913.536,483
78913.541,483
78913.546,480
78913.552,480
78913.557,483
78913.562,483
78913.567,480
78913.573,482
78913.578,485
78913.583,483
78913.588,480
78913.594,481
78913.599,483
78913.604,481
78913.609,479
78913.615,480
78913.62,482
78913.625,479
78913.63,477
78913.636,480
78913.641,481
78913.646,478
78913.652,477
78913.657,480
78913.662,481
78913.667,475
78913.673,475
78913.678,478
78913.683,477
78913.688,474
78913.694,473
78913.699,474
78913.704,474
78913.709,470
78913.715,473
78913.72,475
78913.725,470
78913.73,472
78913.736,472
78913.741,476
78913.746,475
78913.751,475
78913.757,477
78913.762,476
78913.767,475
78913.772,472
78913.778,479
78913.783,479
78913.788,475
78913.793,476
78913.799,478
78913.804,479
78913.809,478
78913.814,479
78913.82,482
78913.825,477
78913.83,478
78913.836,488
78913.841,483
78913.846,481
78913.851,480
78913.857,482
78913.862,486
78913.867,479
78913.872,478
78913.878,481
78913.883,481
78913.888,477
78913.893,478
78913.899,480
78913.904,477
78913.909,472
78913.914,473
78913.92,473
78913.925,469
78913.93,466
78913.935,466
78913.941,466
78913.946,464
78913.951,460
78913.956,462
78913.962,462
78913.967,459
78913.972,459
78913.977,463
78913.983,464
78913.988,463
78913.993,466
78913.999,472
78914.004,474
78914.009,476
78914.014,483
78914.02,492
78914.025,496
78914.03,503
78914.035,515
78914.041,526
78914.046,532
78914.051,541
78914.056,555
78914.062,565
78914.067,571
78914.072,579
78914.077,590
78914.083,596
78914.088,601
78914.093,608
78914.098,616
78914.104,620
78914.109,622
78914.114,626
78914.119,631
78914.125,630
78914.13,628
78914.135,631
78914.14,629
78914.146,623
78914.151,618
78914.156,617
78914.161,612
78914.167,604
78914.172,599
78914.177,596
78914.183,590
78914.188,580
78914.193,575
78914.198,572
78914.204,563
78914.209,556
78914.214,554
78914.219,551
78914.225,547
78914.23,540
78914.235,538
78914.24,536
78914.246,532
78914.251,528
78914.256,531
78914.261,529
78914.267,525
78914.272,520
78914.277,528
78914.282,525
78914.288,523
78914.293,524
78914.298,523
78914.303,523
78914.309,519
78914.314,520
78914.319,523
78914.324,521
78914.33,519
78914.335,520
78914.34,522
78914.345,519
78914.351,517
78914.356,522
78914.361,521
78914.367,522
78914.372,522
78914.377,526
78914.382,526
78914.388,525
78914.393,525
78914.398,528
78914.403,528
78914.409,527
78914.414,530
78914.419,533
78914.424,531
78914.43,530
78914.435,533
78914.44,535
78914.445,532
78914.451,531
78914.456,534
78914.461,535
78914.466,531
78914.472,531
78914.477,533
78914.482,532
78914.487,528
78914.493,528
78914.498,528
78914.503,525
78914.508,522
78914.514,522
78914.519,523
78914.524,519
78914.53,515
78914.535,514
78914.54,516
78914.545,513
78914.551,509
78914.556,510
78914.561,509
78914.566,504
78914.572,504
78914.577,504
78914.582,501
78914.587,496
78914.593,494
78914.598,495
78914.603,492
78914.608,487
78914.614,488
78914.619,489
78914.624,485
78914.629,483
78914.635,484
78914.64,484
78914.645,480
78914.65,479
78914.656,481
78914.661,481
78914.666,479
78914.671,479
78914.677,482
78914.682,482
78914.687,480
78914.692,482
78914.698,486
78914.703,484
78914.708,484
78914.714,483
78914.719,485
78914.724,485
78914.729,486
78914.735,485
78914.74,489
78914.745,488
78914.75,485
78914.756,489
78914.761,490
78914.766,488
78914.771,492
78914.777,493
78914.782,491
78914.787,490
78914.792,490
78914.798,490
78914.803,492
78914.808,486
78914.813,491
78914.819,497
78914.824,492
78914.829,492
78914.834,493
78914.84,494
78914.845,487
78914.85,487
78914.855,490
78914.861,491
78914.866,487
78914.871,486
78914.876,489
78914.882,488
78914.887,483
78914.892,482
78914.898,484
78914.903,482
78914.908,476
78914.913,479
78914.919,481
78914.924,478
78914.929,475
78914.934,478
78914.94,479
78914.945,475
78914.95,475
78914.955,478
78914.961,479
78914.966,476
78914.971,477
78914.976,481
78914.982,480
78914.987,480
78914.992,481
78914.997,485
78915.003,484
78915.008,481
78915.013,484
78915.018,486
78915.024,483
78915.029,481
78915.034,483
78915.039,484
78915.045,480
78915.05,478
78915.055,480
78915.06,481
78915.066,478
78915.071,476
78915.076,481
78915.082,480
78915.087,477
78915.092,479
78915.097,481
78915.103,479
78915.108,475
78915.113,478
78915.118,481
78915.124,479
78915.129,476
78915.134,479
78915.139,479
78915.145,477
78915.15,476
78915.155,477
78915.16,477
78915.166,475
78915.171,475
78915.176,478
78915.181,480
78915.187,475
78915.192,475
78915.197,477
78915.202,475
78915.208,472
78915.213,473
78915.218,476
78915.223,472
78915.229,468
78915.234,470
78915.239,472
78915.244,469
78915.25,468
78915.255,470
78915.26,471
78915.266,468
78915.271,467
78915.276,472
78915.281,470
78915.287,469
78915.292,470
78915.297,473
78915.302,472
78915.308,471
78915.313,472
78915.318,476
78915.323,474
78915.329,472
78915.334,474
78915.339,477
78915.344,474
78915.35,474
78915.355,477
78915.36,478
78915.365,475
78915.371,473
78915.376,477
78915.381,476
78915.386,472
78915.392,472
78915.397,473
78915.402,468
78915.407,465
78915.413,467
78915.418,469
78915.423,466
78915.428,464
78915.434,469
78915.439,471
78915.444,472
78915.45,473
78915.455,481
78915.46,487
78915.465,492
78915.471,499
78915.476,511
78915.481,520
78915.486,526
78915.492,535
78915.497,547
78915.502,555
78915.507,561
78915.513,571
78915.518,582
78915.523,585
78915.528,590
78915.534,596
78915.539,602
78915.544,603
78915.549,603
78915.555,608
78915.56,608
78915.565,605
78915.57,602
78915.576,606
78915.581,603
78915.586,598
78915.591,597
78915.597,596
78915.602,590
78915.607,584
78915.613,582
78915.618,580
78915.623,572
78915.628,564
78915.634,561
78915.639,558
78915.644,550
78915.649,544
78915.655,540
78915.66,543
78915.665,537
78915.67,533
78915.676,534
78915.681,533
78915.686,528
78915.691,527
78915.697,526
78915.702,527
78915.707,523
78915.712,524
78915.718,526
78915.723,524
78915.728,521
78915.733,521
78915.739,523
78915.744,520
78915.749,518
78915.754,521
78915.76,522
78915.765,518
78915.77,518
78915.775,519
78915.781,519
78915.786,516
78915.791,516
78915.797,519
78915.802,517
78915.807,513
78915.812,517
78915.818,519
78915.823,518
78915.828,516
78915.833,519
78915.839,521
78915.844,519
78915.849,518
78915.854,521
78915.86,521
78915.865,519
78915.87,518
78915.875,520
78915.881,521
78915.886,516
78915.891,516
78915.896,519
78915.902,517
78915.907,513
78915.912,514
78915.917,516
78915.923,515
78915.928,513
78915.933,515
78915.938,516
78915.944,513
78915.949,511
78915.954,513
78915.959,514
78915.965,510
78915.97,509
78915.975,512
78915.981,510
78915.986,507
78915.991,506
78915.996,508
78916.002,507
78916.007,503
78916.012,503
78916.017,505
78916.023,501
78916.028,497
78916.033,498
78916.038,498
78916.044,495
78916.049,491
78916.054,493
78916.059,493
78916.065,489
78916.07,485
78916.075,489
78916.08,488
78916.086,483
78916.091,482
78916.096,484
78916.101,483
78916.107,481
78916.112,481
78916.117,483
78916.122,481
78916.128,478
78916.133,480
78916.138,483
78916.143,481
78916.149,480
78916.154,484
78916.159,486
78916.165,482
78916.17,482
78916.175,486
78916.18,488
78916.186,485
78916.191,486
78916.196,490
78916.201,490
78916.207,488
78916.212,489
78916.217,493
78916.222,492
78916.228,489
78916.233,492
78916.238,494
78916.243,491
78916.249,488
78916.254,491
78916.259,492
78916.264,489
78916.27,487
78916.275,491
78916.28,491
78916.285,489
78916.291,489
78916.296,492
78916.301,491
78916.306,489
78916.312,490
78916.317,493
78916.322,492
78916.327,488
78916.333,490
78916.338,492
78916.343,489
78916.348,486
78916.354,488
78916.359,489
78916.364,486
78916.37,485
78916.375,489
78916.38,488
78916.385,485
78916.391,485
78916.396,486
78916.401,485
78916.406,481
78916.412,482
78916.417,484
78916.422,482
78916.427,478
78916.433,480
78916.438,481
78916.443,478
78916.448,475
78916.454,478
78916.459,476
78916.464,477
78916.469,475
78916.475,479
78916.48,479
78916.485,478
78916.49,479
78916.496,482
78916.501,481
78916.506,479
78916.511,480
78916.517,484
78916.522,483
78916.527,479
78916.533,484
78916.538,480
78916.543,480
78916.548,478
78916.554,479
78916.559,480
78916.564,476
78916.569,475
78916.575,478
78916.58,478
78916.585,474
78916.59,472
78916.596,477
78916.601,475
78916.606,473
78916.611,476
78916.617,475
78916.622,475
78916.627,473
78916.632,476
78916.638,478
78916.643,476
78916.648,474
78916.653,477
78916.659,479
78916.664,477
78916.669,476
78916.674,481
78916.68,476
78916.685,473
78916.69,475
78916.695,478
78916.701,477
78916.706,475
78916.711,475
78916.717,478
78916.722,476
78916.727,473
78916.732,474
78916.738,477
78916.743,472
78916.748,467
78916.753,479
78916.759,476
78916.764,473
78916.769,472
78916.774,475
78916.78,475
78916.785,473
78916.79,474
78916.795,477
78916.801,478
78916.806,476
78916.811,479
78916.816,485
78916.822,484
78916.827,474
78916.832,482
78916.837,484
78916.843,482
78916.848,479
78916.853,482
78916.858,484
78916.864,479
78916.869,480
78916.874,482
78916.879,477
78916.885,480
78916.89,480
78916.895,480
78916.901,482
78916.906,475
78916.911,475
78916.916,475
78916.922,472
78916.927,467
78916.932,467
78916.937,469
78916.943,465
78916.948,464
78916.953,464
78916.958,466
78916.964,478
78916.969,471
78916.974,477
78916.979,487
78916.985,488
78916.99,496
78916.995,507
78917.0,515
78917.006,521
78917.011,530
78917.016,543
78917.021,551
78917.027,557
78917.032,568
78917.037,575
78917.042,584
78917.048,588
78917.053,602
78917.058,610
78917.063,609
78917.069,611
78917.074,616
78917.079,619
78917.085,617
78917.09,616
78917.095,618
78917.1,616
78917.106,610
78917.111,611
78917.116,606
78917.121,604
78917.127,591
78917.132,586
78917.137,590
78917.142,579
78917.148,572
78917.153,568
78917.158,564
78917.163,557
78917.169,551
78917.174,549
78917.179,546
78917.184,535
78917.19,538
78917.195,532
78917.2,539
78917.205,534
78917.211,528
78917.216,533
78917.221,529
78917.226,525
78917.232,526
78917.237,527
78917.242,523
78917.247,522
78917.253,524
78917.258,529
78917.263,516
78917.269,529
78917.274,524
78917.279,524
78917.284,525
78917.29,520
78917.295,524
78917.3,524
78917.305,522
78917.311,523
78917.316,527
78917.321,526
78917.326,525
78917.332,527
78917.337,536
78917.342,520
78917.347,526
78917.353,532
78917.358,529
78917.363,530
78917.368,529
78917.374,532
78917.379,534
78917.384,532
78917.389,532
78917.395,537
78917.4,537
78917.405,536
78917.41,538
78917.416,549
78917.421,541
78917.426,537
78917.432,543
78917.437,540
78917.442,538
78917.447,536
78917.453,537
78917.458,539
78917.463,535
78917.468,533
78917.474,536
78917.479,536
78917.484,536
78917.489,524
78917.495,530
78917.5,532
78917.505,526
78917.51,526
78917.516,527
78917.521,524
78917.526,520
78917.531,519
78917.537,520
78917.542,517
78917.547,514
78917.552,510
78917.558,509
78917.563,518
78917.568,504
78917.573,508
78917.579,508
78917.584,504
78917.589,502
78917.594,503
78917.6,500
78917.605,497
78917.61,496
78917.616,498
78917.621,495
78917.626,492
78917.631,493
78917.637,494
78917.642,498
78917.647,488
78917.652,494
78917.658,499
78917.663,487
78917.668,489
78917.673,496
78917.679,495
78917.684,493
78917.689,492
78917.694,497
78917.7,497
78917.705,494
78917.71,495
78917.715,499
78917.721,497
78917.726,492
78917.731,492
78917.736,502
78917.742,498
78917.747,494
78917.752,500
78917.757,502
78917.763,499
78917.768,498
78917.773,502
78917.778,502
78917.784,498
78917.789,497
78917.794,500
78917.799,500
78917.805,497
78917.81,492
78917.815,505
78917.821,494
78917.826,500
78917.831,502
78917.836,497
78917.842,499
78917.847,497
78917.852,498
78917.857,500
78917.863,496
78917.868,494
78917.873,497
78917.878,497
78917.884,493
78917.889,488
78917.894,500
78917.899,490
78917.905,488
78917.91,494
78917.915,492
78917.92,490
78917.926,489
78917.931,490
78917.936,492
78917.941,489
78917.947,488
78917.952,491
78917.957,492
78917.962,490
78917.968,478
78917.973,496
78917.978,486
78917.983,483
78917.989,495
78917.994,491
78917.999,489
78918.005,490
78918.01,489
78918.015,493
78918.02,492
78918.026,489
78918.031,492
78918.036,495
78918.041,493
78918.047,492
78918.052,507
78918.057,499
78918.062,493
78918.068,497
78918.073,487
78918.078,494
78918.083,492
78918.089,487
78918.094,490
78918.099,490
78918.104,486
78918.11,487
78918.115,489
78918.12,487
78918.125,484
78918.131,484
78918.136,487
78918.141,483
78918.146,480
78918.152,470
78918.157,483
78918.162,478
78918.167,477
78918.173,482
78918.178,485
78918.183,480
78918.189,480
78918.194,484
78918.199,484
78918.204,481
78918.21,481
78918.215,485
78918.22,483
78918.225,480
78918.231,482
78918.236,481
78918.241,484
78918.246,472
78918.252,482
78918.257,480
78918.262,475
78918.267,475
78918.273,478
78918.278,478
78918.283,476
78918.288,477
78918.294,482
78918.299,485
78918.304,486
78918.309,492
78918.315,497
78918.32,512
78918.325,510
78918.33,521
78918.336,537
78918.341,544
78918.346,552
78918.351,566
78918.357,578
78918.362,587
78918.367,595
78918.373,608
78918.378,619
78918.383,624
78918.388,629
78918.394,636
78918.399,648
78918.404,647
78918.409,647
78918.415,654
78918.42,653
78918.425,650
78918.43,650
78918.436,650
78918.441,646
78918.446,640
78918.451,638
78918.457,634
78918.462,627
78918.467,623
78918.472,607
78918.478,607
78918.483,601
78918.488,592
78918.493,587
78918.499,581
78918.504,571
78918.509,566
78918.514,563
78918.52,556
78918.525,550
78918.53,548
78918.535,546
78918.541,538
78918.546,543
78918.551,530
78918.557,535
78918.562,533
78918.567,529
78918.572,531
78918.578,532
78918.583,528
78918.588,529
78918.593,533
78918.599,534
78918.604,532
78918.609,532
78918.614,538
78918.62,530
78918.625,540
78918.63,540
78918.635,541
78918.641,540
78918.646,540
78918.651,544
78918.656,547
78918.662,546
78918.667,545
78918.672,550
78918.677,552
78918.683,555
78918.688,552
78918.693,565
78918.698,553
78918.704,557
78918.709,562
78918.714,562
78918.719,561
78918.725,560
78918.73,562
78918.735,564
78918.741,562
78918.746,560
78918.751,561
78918.756,563
78918.762,559
78918.767,555
78918.772,565
78918.777,550
78918.783,554
78918.788,554
78918.793,553
78918.798,551
78918.804,546
78918.809,545
78918.814,546
78918.819,542
78918.825,537
78918.83,537
78918.835,539
78918.84,540
78918.846,526
78918.851,542
78918.856,534
78918.861,526
78918.867,528
78918.872,527
78918.877,526
78918.882,520
78918.888,517
78918.893,519
78918.898,518
78918.903,513
78918.909,513
78918.914,508
78918.919,517
78918.925,505
78918.93,506
78918.935,511
78918.94,508
78918.946,503
78918.951,506
78918.956,506
78918.961,504
78918.967,503
78918.972,506
78918.977,506
78918.982,504
78918.988,504
78918.993,507
78918.998,508
78919.003,504
78919.009,505
78919.014,508
78919.019,506
78919.024,504
78919.03,505
78919.035,508
78919.04,507
78919.045,505
78919.051,506
78919.056,509
78919.061,506
78919.066,505
78919.072,508
78919.077,509
78919.082,506
78919.087,506
78919.093,509
78919.098,510
78919.103,508
78919.109,508
78919.114,511
78919.119,510
78919.124,507
78919.13,508
78919.135,509
78919.14,507
78919.145,504
78919.151,505
78919.156,506
78919.161,503
78919.166,501
78919.172,504
78919.177,505
78919.182,501
78919.187,501
78919.193,505
78919.198,505
78919.203,502
78919.208,503
78919.214,506
78919.219,506
78919.224,503
78919.229,504
78919.235,507
78919.24,504
78919.245,501
78919.25,504
78919.256,505
78919.261,502
78919.266,500
78919.271,501
78919.277,501
78919.282,497
78919.287,496
78919.293,498
78919.298,498
78919.303,494
78919.308,494
78919.314,496
78919.319,494
78919.324,492
78919.329,492
78919.335,494
78919.34,492
78919.345,489
78919.35,492
78919.356,495
78919.361,492
78919.366,490
78919.371,493
78919.377,494
78919.382,490
78919.387,488
78919.392,491
78919.398,490
78919.403,487
78919.408,487
78919.413,490
78919.419,489
78919.424,486
78919.429,487
78919.434,490
78919.44,488
78919.445,485
78919.45,487
78919.455,490
78919.461,488
78919.466,486
78919.471,488
78919.477,489
78919.482,485
78919.487,484
78919.492,487
78919.498,487
78919.503,485
78919.508,485
78919.513,489
78919.519,490
78919.524,490
78919.529,495
78919.534,503
78919.54,507
78919.545,511
78919.55,521
78919.555,532
78919.561,540
78919.566,548
78919.571,563
78919.576,576
78919.582,585
78919.587,596
78919.592,610
78919.597,622
78919.603,631
78919.608,641
78919.613,654
78919.618,662
78919.624,666
78919.629,674
78919.634,682
78919.639,684
78919.645,684
78919.65,687
78919.655,689
78919.661,687
78919.666,683
78919.671,684
78919.676,682
78919.682,675
78919.687,670
78919.692,666
78919.697,661
78919.703,652
78919.708,646
78919.713,642
78919.718,635
78919.724,627
78919.729,622
78919.734,618
78919.739,610
78919.745,602
78919.75,600
78919.755,597
78919.76,590
78919.766,584
78919.771,584
78919.776,582
78919.781,576
78919.787,573
78919.792,574
78919.797,572
78919.802,567
78919.808,565
78919.813,567
78919.818,565
78919.824,559
78919.829,559
78919.834,560
78919.839,557
78919.845,553
78919.85,554
78919.855,555
78919.86,553
78919.866,551
78919.871,555
78919.876,556
78919.881,553
78919.887,553
78919.892,556
78919.897,557
78919.902,554
78919.908,554
78919.913,557
78919.918,557
78919.923,553
78919.929,555
78919.934,557
78919.939,556
78919.944,553
78919.95,556
78919.955,559
78919.96,557
78919.965,556
78919.971,559
78919.976,561
78919.981,557
78919.986,555
78919.992,558
78919.997,557
78920.002,553
78920.008,553
78920.013,555
78920.018,554
78920.023,551
78920.029,552
78920.034,553
78920.039,551
78920.044,548
78920.05,549
78920.055,549
78920.06,546
78920.065,543
78920.071,544
78920.076,544
78920.081,539
78920.086,536
78920.092,537
78920.097,535
78920.102,529
78920.107,527
78920.113,528
78920.118,525
78920.123,520
78920.128,519
78920.134,520
78920.139,516
78920.144,511
78920.149,511
78920.155,513
78920.16,508
78920.165,505
78920.17,505
78920.176,504
78920.181,499
78920.186,496
78920.192,498
78920.197,497
78920.202,493
78920.207,491
78920.213,494
78920.218,492
78920.223,489
78920.228,489
78920.234,492
78920.239,490
78920.244,487
78920.249,488
78920.255,490
78920.26,487
78920.265,486
78920.27,489
78920.276,491
78920.281,489
78920.286,488
78920.291,492
78920.297,493
78920.302,489
78920.307,488
78920.312,492
78920.318,491
78920.323,487
78920.328,488
78920.333,491
78920.339,489
78920.344,488
78920.349,490
78920.354,493
78920.36,491
78920.365,490
78920.37,493
78920.375,495
78920.381,492
78920.386,492
78920.391,496
78920.397,497
78920.402,494
78920.407,494
78920.412,497
78920.418,497
78920.423,493
78920.428,494
78920.433,496
78920.439,495
78920.444,493
78920.449,495
78920.454,499
78920.46,497
78920.465,495
78920.47,498
78920.475,499
78920.481,496
78920.486,494
78920.491,497
78920.496,496
78920.502,493
78920.507,493
78920.512,495
78920.517,495
78920.523,492
78920.528,493
78920.533,495
78920.538,494
78920.544,491
78920.549,492
78920.554,495
78920.559,493
78920.565,490
78920.57,492
78920.575,493
78920.58,490
78920.586,489
78920.591,491
78920.596,493
78920.602,489
78920.607,489
78920.612,491
78920.617,490
78920.623,487
78920.628,487
78920.633,489
78920.638,488
78920.644,484
78920.649,486
78920.654,488
78920.659,485
78920.665,483
78920.67,486
78920.675,487
78920.68,483
78920.686,482
78920.691,485
78920.696,485
78920.701,481
78920.707,480
78920.712,481
78920.717,480
78920.722,476
78920.728,476
78920.733,479
